year,gender,age_group,racial_identity,sexual_orientation,language,income_sources,health_challenges,immigration_status,location_tonight,shelter_past_year,education,acquired_brain_injury
2020,Women,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Medical condition,No,Emergency shelter,Yes,Post-secondary or higher,No
2020,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Disability benefit,Medical condition,No,Transitional housing,Yes,High school graduate,No
2020,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Physical disability,"Yes, refugee or refugee claimant",Institution,Yes,Less than high school,No
2020,Men,50 to 64 years old,Non-racialized,"Gay, lesbian and other",English,Disability benefit,Mental health issue,No,Vehicle,Yes,High school graduate,No
2020,Men,18 to 24 years old,Racialized,Heterosexual,English,Employment,Substance use issue,No,Emergency shelter,Yes,Less than high school,Yes
2020,Men,50 to 64 years old,Non-racialized,Heterosexual,French,Disability benefit,Addiction,"Yes, refugee or refugee claimant",Emergency shelter,No,Less than high school,No
2020,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Medical condition,No,Emergency shelter,Yes,High school graduate,No
2020,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Other,Medical condition,No,Emergency shelter,Yes,Some post-secondary,Yes
2020,Non-binary and other identities,50 to 64 years old,Racialized,Heterosexual,No preference,Employment,Medical condition,"Yes, refugee or refugee claimant",Emergency shelter,Yes,Less than high school,No
2020,Women,25 to 49 years old,Racialized,Heterosexual,English,Disability benefit,Addiction,No,Emergency shelter,Yes,High school graduate,No
2020,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Employment insurance,Physical limitation,"Yes, immigrant",Transitional housing,Yes,Less than high school,No
2020,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Medical condition,No,Transitional housing,No,Less than high school,No
2020,Women,Over 65 years old,Non-racialized,Don't know,Neither English or French,Disability benefit,Medical condition,No,Emergency shelter,Yes,High school graduate,No
2020,Men,25 to 49 years old,Non-racialized,Heterosexual,Neither English or French,Ontario Works,Physical limitation,No,Emergency shelter,Yes,High school graduate,No
2020,Men,25 to 49 years old,Non-racialized,"Gay, lesbian and other",English,Ontario Works,Substance use issue,No,Emergency shelter,Yes,High school graduate,Yes
2020,Women,25 to 49 years old,Racialized,Heterosexual,English,Disability benefit,Substance use issue,No,Emergency shelter,Yes,Less than high school,No
2020,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",English,Ontario Works,Medical condition,No,Emergency shelter,Yes,Post-secondary or higher,Yes
2020,Women,25 to 49 years old,Racialized,"Gay, lesbian and other",Neither English or French,Ontario Works,Medical condition,No,Emergency shelter,Yes,Less than high school,No
2020,Men,25 to 49 years old,Racialized,Heterosexual,Neither English or French,Ontario Works,Substance use issue,"Yes, immigrant",Someone else's Place,No,Less than high school,No
2020,Women,18 to 24 years old,Non-racialized,"Gay, lesbian and other",No preference,Seniors' benefits,Medical condition,No,Emergency shelter,No,Less than high school,No
2020,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Emergency shelter,Yes,High school graduate,No
2020,Women,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Emergency shelter,Yes,High school graduate,No
2020,Men,50 to 64 years old,Racialized,Heterosexual,French,Disability benefit,Medical condition,No,Emergency shelter,No,High school graduate,No
2020,Men,25 to 49 years old,Racialized,Heterosexual,English,Disability benefit,Mental health issue,No,Unsheltered,Yes,Less than high school,No
2020,Women,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Addiction,No,Transitional housing,Yes,High school graduate,No
2020,Women,50 to 64 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Unsheltered,No,Some post-secondary,Yes
2020,Men,25 to 49 years old,Racialized,Heterosexual,English,Disability benefit,Mental health issue,No,Institution,Yes,Less than high school,No
2020,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Substance use issue,No,Emergency shelter,No,Less than high school,No
2020,Men,25 to 49 years old,Racialized,Heterosexual,English,Other,Addiction,"Yes, refugee or refugee claimant",Emergency shelter,Yes,Less than high school,No
2020,Men,50 to 64 years old,Racialized,Heterosexual,English,Ontario Works,Learning/cognitive limitation,No,Someone else's place,Yes,Post-secondary or higher,No
2020,Men,50 to 64 years old,Racialized,Heterosexual,English,Ontario Works,Physical disability,No,Emergency shelter,Yes,High school graduate,No
2020,Women,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Substance use issue,"Yes, immigrant",Unsheltered,Yes,Less than high school,No
2020,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Addiction,No,Emergency shelter,Yes,High school graduate,No
2020,Men,50 to 64 years old,Non-racialized,Heterosexual,French,Ontario Works,Medical condition,"Yes, refugee or refugee claimant",Transitional housing,Yes,Less than high school,No
2020,Men,50 to 64 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Unsure,Yes,Less than high school,Yes
2020,Men,18 to 24 years old,Racialized,Heterosexual,English,Ontario Works,Physical disability,No,Emergency shelter,No,Less than high school,No
2020,Men,25 to 49 years old,Racialized,Heterosexual,English,Other,Mental health issue,No,Emergency shelter,Yes,High school graduate,Yes
2020,Women,18 to 24 years old,Racialized,Heterosexual,French,Informal income (eg. bottle returns),Substance use issue,No,Encampment,Yes,Post-secondary or higher,Yes
2020,Men,50 to 64 years old,Racialized,Heterosexual,French,Disability benefit,Substance use issue,No,Transitional housing,Yes,Some post-secondary,No
2020,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",English,Ontario Works,Medical condition,No,Emergency shelter,Yes,Less than high school,No
2020,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Learning/cognitive limitation,No,Unsheltered,No,Less than high school,No
2020,Women,50 to 64 years old,Non-racialized,Don't know,English,Disability benefit,Mental health issue,"Yes, immigrant",Someone else's place,Yes,Post-secondary or higher,No
2020,Women,25 to 49 years old,Non-racialized,"Gay, lesbian and other",No preference,Ontario Works,Learning/cognitive limitation,No,Emergency shelter,No,High school graduate,Yes
2020,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Someone else's place,Yes,Less than high school,No
2020,Women,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Someone else's place,No,High school graduate,Yes
2020,Men,25 to 49 years old,Non-racialized,Heterosexual,French,Ontario Works,Mental health issue,"Yes, refugee or refugee claimant",Transitional housing,Yes,High school graduate,Yes
2020,Men,25 to 49 years old,Racialized,Heterosexual,French,Ontario Works,Physical disability,No,Emergency shelter,Yes,Less than high school,Yes
2020,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",English,Disability benefit,Substance use issue,No,Unsheltered,Yes,High school graduate,No
2020,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Physical limitation,No,Emergency shelter,Yes,Less than high school,No
2020,Women,50 to 64 years old,Racialized,Heterosexual,English,Informal income (eg. bottle returns),Medical condition,No,Emergency shelter,No,Less than high school,No
2020,Men,Over 65 years old,Non-racialized,Heterosexual,French,Disability benefit,Mental health issue,No,Emergency shelter,No,Post-secondary or higher,No
2020,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Physical limitation,No,Emergency shelter,Yes,High school graduate,No
2020,Women,50 to 64 years old,Non-racialized,Heterosexual,English,Employment,Mental health issue,No,Someone else's place,No,Post-secondary or higher,No
2020,Women,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,"Yes, immigrant",Emergency shelter,Yes,High school graduate,No
2020,Women,25 to 49 years old,Racialized,Heterosexual,English,Disability benefit,Mental health issue,"Yes, immigrant",Emergency shelter,Yes,Post-secondary or higher,No
2020,Women,18 to 24 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,"Yes, refugee or refugee claimant",Emergency shelter,Yes,Post-secondary or higher,No
2020,Women,25 to 49 years old,Racialized,Heterosexual,French,Ontario Works,Learning/cognitive limitation,No,Transitional housing,Yes,Post-secondary or higher,No
2020,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Disability benefit,Mental health issue,"Yes, refugee or refugee claimant",Emergency shelter,Yes,Less than high school,No
2020,Women,25 to 49 years old,Racialized,Heterosexual,English,Other,Physical limitation,"Yes, immigrant",Emergency shelter,Yes,Less than high school,No
2020,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Seniors' benefits,Physical limitation,No,Emergency shelter,Yes,Post-secondary or higher,No
2020,Non-binary and other identities,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Substance use issue,No,Emergency shelter,Yes,Some post-secondary,No
2020,Men,18 to 24 years old,Racialized,Heterosexual,English,Ontario Works,Substance use issue,No,Emergency shelter,Yes,Less than high school,Yes
2020,Men,50 to 64 years old,Racialized,Heterosexual,English,Ontario Works,Physical disability,"Yes, immigrant",Emergency shelter,No,High school graduate,Yes
2020,Men,25 to 49 years old,Racialized,Heterosexual,English,Employment,Learning/cognitive limitation,No,Emergency shelter,Yes,Less than high school,Yes
2020,Women,25 to 49 years old,Non-racialized,"Gay, lesbian and other",French,Ontario Works,Substance use issue,No,Transitional housing,Yes,Some post-secondary,No
2020,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Disability benefit,Learning/cognitive limitation,No,Emergency shelter,Yes,Less than high school,No
2020,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Learning/cognitive limitation,No,Emergency shelter,Yes,Post-secondary or higher,No
2020,Men,Over 65 years old,Racialized,Heterosexual,English,Disability benefit,Mental health issue,No,Emergency shelter,Yes,High school graduate,Yes
2020,Men,50 to 64 years old,Racialized,"Gay, lesbian and other",English,Ontario Works,Substance use issue,No,Emergency shelter,Yes,Less than high school,Yes
2020,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",English,Ontario Works,Physical limitation,"Yes, immigrant",Emergency shelter,Yes,Less than high school,No
2020,Men,13 to 17 years old,Racialized,Heterosexual,Neither English or French,Disability benefit,Addiction,No,Transitional housing,Yes,Some post-secondary,Yes
2020,Men,50 to 64 years old,Non-racialized,Don't know,English,Ontario Works,Addiction,No,Emergency shelter,Yes,Less than high school,No
2020,Men,25 to 49 years old,Racialized,Heterosexual,French,Ontario Works,Learning/cognitive limitation,No,Emergency shelter,Yes,Post-secondary or higher,Yes
2020,Men,25 to 49 years old,Non-racialized,Heterosexual,French,Ontario Works,Learning/cognitive limitation,No,Emergency shelter,No,Less than high school,No
2020,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Learning/cognitive limitation,No,Emergency shelter,No,Less than high school,Yes
2020,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Physical limitation,No,Emergency shelter,Yes,Less than high school,Yes
2020,Women,50 to 64 years old,Racialized,"Gay, lesbian and other",English,Other,Medical condition,"Yes, immigrant",Emergency shelter,Yes,Less than high school,No
2020,Women,50 to 64 years old,Non-racialized,"Gay, lesbian and other",English,Disability benefit,Physical limitation,"Yes, immigrant",Emergency shelter,No,High school graduate,No
2020,Women,50 to 64 years old,Racialized,Heterosexual,English,Ontario Works,Physical disability,No,Unsheltered,Yes,Post-secondary or higher,No
2020,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Seniors' benefits,Learning/cognitive limitation,No,Institution,Yes,Some post-secondary,No
2020,Women,25 to 49 years old,Racialized,Heterosexual,French,Ontario Works,Mental health issue,No,Motel / Hotel,Yes,Less than high school,Yes
2020,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Physical limitation,No,Someone else's place,Yes,Less than high school,Yes
2020,Women,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,"Yes, refugee or refugee claimant",Emergency shelter,Yes,High school graduate,Yes
2020,Men,50 to 64 years old,Racialized,Heterosexual,English,Disability benefit,Substance use issue,"Yes, immigrant",Unsheltered,Yes,Less than high school,No
2020,Men,13 to 17 years old,Racialized,Heterosexual,English,Seniors' benefits,Substance use issue,No,Unsheltered,No,Post-secondary or higher,No
2020,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Other,Medical condition,No,Emergency shelter,Yes,Less than high school,No
2020,Women,50 to 64 years old,Non-racialized,Heterosexual,No preference,Ontario Works,Physical limitation,No,Emergency shelter,No,High school graduate,No
2020,Women,50 to 64 years old,Non-racialized,"Gay, lesbian and other",No preference,Employment,Learning/cognitive limitation,"Yes, refugee or refugee claimant",Emergency shelter,No,Less than high school,Yes
2020,Men,50 to 64 years old,Non-racialized,Heterosexual,No preference,Ontario Works,Medical condition,No,Someone else's place,Yes,Post-secondary or higher,No
2020,Men,25 to 49 years old,Racialized,Heterosexual,English,Disability benefit,Addiction,"Yes, immigrant",Someone else's place,Yes,High school graduate,No
