Topic,Sector,Period,Question,Response,Denominator,Numerator,Percent
Experiences of homelessness,Youth,October 2021,5. How long ago did that happen (that you lost your housing most recently)?,More than 180 days ago,134,58,43.3
Experiences of homelessness,Youth,October 2024,5. How long ago did that happen (that you lost your housing most recently)?,More than 180 days ago,265,113,42.6
Experiences of homelessness,Youth,April 2018,5. What are your sources of income?,Disability benefit,187,15,8
Experiences of homelessness,Youth,April 2018,5. What are your sources of income?,Employment,187,16,8.6
Experiences of homelessness,Youth,April 2018,5. What are your sources of income?,Ontario Works,187,120,64.2
Experiences of homelessness,Youth,April 2018,5. What are your sources of income?,Other,187,35,18.7
Experiences of homelessness,Youth,April 2018,5. What are your sources of income?,Seniors' benefits,187,0,0
Experiences of homelessness,Youth,October 2021,6. What are your sources of income?,Disability benefit,134,15,11
Experiences of homelessness,Youth,October 2024,6. What are your sources of income?,Disability benefit,265,17,6.4
Experiences of homelessness,Youth,October 2021,6. What are your sources of income?,Full-time employment,134,9,7
Experiences of homelessness,Youth,October 2024,6. What are your sources of income?,Full-time employment,265,22,8.3
Experiences of homelessness,Youth,October 2021,6. What are your sources of income?,Informal income (eg. bottle returns),134,7,5
Experiences of homelessness,Youth,October 2024,6. What are your sources of income?,Informal income (eg. bottle returns),265,31,11.7
Experiences of homelessness,Youth,October 2021,6. What are your sources of income?,Money from family/friends,134,6,5
Experiences of homelessness,Youth,October 2024,6. What are your sources of income?,Money from family/friends,265,19,7.2
Experiences of homelessness,Youth,October 2021,6. What are your sources of income?,No income,134,12,9
Experiences of homelessness,Youth,October 2024,6. What are your sources of income?,No income,265,47,17.7
Experiences of homelessness,Youth,October 2021,6. What are your sources of income?,Ontario Works,134,68,51
Experiences of homelessness,Youth,October 2024,6. What are your sources of income?,Ontario Works,265,132,49.8
Experiences of homelessness,Youth,October 2021,6. What are your sources of income?,Other,134,21,16
Experiences of homelessness,Youth,October 2024,6. What are your sources of income?,Other,265,13,4.9
Experiences of homelessness,Youth,October 2021,6. What are your sources of income?,Part-time employment,134,15,11
Experiences of homelessness,Youth,October 2024,6. What are your sources of income?,Part-time employment,265,34,12.8
Foster care,All,April 2018,"1. As a child or youth, were you ever in foster care or in a youth group home?",No,1400,997,71.2
Foster care,All,October 2021,"1. As a child or youth, were you ever in foster care or in a youth group home?",No past experience in foster care or group home,1340,951,71.0
Foster care,All,October 2024,"1. As a child or youth, were you ever in foster care or in a youth group home?",No past experience in foster care or group home,2595,1882,72.5
Foster care,All,October 2021,"1. As a child or youth, were you ever in foster care or in a youth group home?",Past experience in foster care or group home,1340,355,26.5
Foster care,All,October 2024,"1. As a child or youth, were you ever in foster care or in a youth group home?",Past experience in foster care or group home,2595,489,18.8
Foster care,All,April 2018,"1. As a child or youth, were you ever in foster care or in a youth group home?",Yes,1400,375,26.8
Foster care,All,October 2021,2. Approximately how long after leaving foster care/group home did you become homeless?,1 year or less,355,121,34.1
Foster care,All,October 2024,2. Approximately how long after leaving foster care/group home did you become homeless?,1 year or less,489,164,33.5
Foster care,All,October 2021,2. Approximately how long after leaving foster care/group home did you become homeless?,More than 1 year,355,139,39.2
Foster care,All,October 2024,2. Approximately how long after leaving foster care/group home did you become homeless?,More than 1 year,489,218,44.6
Foster care,All,April 2018,"2. If you were in foster care and/or group home, how long ago was that?",1 year or less,1400,33,2.4
Foster care,All,April 2018,"2. If you were in foster care and/or group home, how long ago was that?",2 to 5 years,1400,50,3.6
Foster care,All,April 2018,"2. If you were in foster care and/or group home, how long ago was that?",5 or more years,1400,266,19.0
Foster care,Family,April 2018,"1. As a child or youth, were you ever in foster care or in a youth group home?",No,213,183,85.9
Foster care,Family,October 2021,"1. As a child or youth, were you ever in foster care or in a youth group home?",No past experience in foster care or group home,137,116,84.7
Foster care,Family,October 2024,"1. As a child or youth, were you ever in foster care or in a youth group home?",No past experience in foster care or group home,248,211,85.1
Foster care,Family,October 2021,"1. As a child or youth, were you ever in foster care or in a youth group home?",Past experience in foster care or group home,137,18,13.1
Foster care,Family,October 2024,"1. As a child or youth, were you ever in foster care or in a youth group home?",Past experience in foster care or group home,248,18,7.3
Foster care,Family,April 2018,"1. As a child or youth, were you ever in foster care or in a youth group home?",Yes,213,28,13.1
Foster care,Family,October 2024,2. Approximately how long after leaving foster care/group home did you become homeless?,1 year or less,18,3,16.7
Foster care,Family,October 2021,2. Approximately how long after leaving foster care/group home did you become homeless?,1 year or less,18,10,55.6
Foster care,Family,October 2024,2. Approximately how long after leaving foster care/group home did you become homeless?,More than 1 year,18,12,66.7
Foster care,Family,October 2021,2. Approximately how long after leaving foster care/group home did you become homeless?,More than 1 year,18,6,33.3
Foster care,Family,April 2018,"2. If you were in foster care and/or group home, how long ago was that?",1 year or less,28,5,17.9
Foster care,Family,April 2018,"2. If you were in foster care and/or group home, how long ago was that?",5 or more years,28,17,60.7
Foster care,Single,April 2018,"1. As a child or youth, were you ever in foster care or in a youth group home?",No,994,697,70.1
Foster care,Single,October 2021,"1. As a child or youth, were you ever in foster care or in a youth group home?",No past experience in foster care or group home,937,670,71.5
Foster care,Single,October 2024,"1. As a child or youth, were you ever in foster care or in a youth group home?",No past experience in foster care or group home,1649,1247,75.6
Foster care,Single,October 2021,"1. As a child or youth, were you ever in foster care or in a youth group home?",Past experience in foster care or group home,937,245,26.1
Foster care,Single,October 2024,"1. As a child or youth, were you ever in foster care or in a youth group home?",Past experience in foster care or group home,1649,341,20.7
Foster care,Single,April 2018,"1. As a child or youth, were you ever in foster care or in a youth group home?",Yes,994,281,28.3
